Ticket_ID,Order_Timestamp,Location,Item_Sold,Quantity,Unit_Cost,Unit_Price,Total_Revenue,Total_Cost,Gross_Profit,Actual_Prep_Time_Min,Target_Prep_Time_Min,Time_Variance,Is_Late
TKT-020892,2026-03-03 21:47:00,"FC Road, Pune",Berry Iced Tea,3,40,180,540,120,420,14,5,9,Yes
TKT-020893,2026-02-12 21:08:00,"Viman Nagar, Pune",Spicy Miso Ramen,1,180,450,450,180,270,21,12,9,Yes
TKT-020894,2026-05-01 22:41:00,"Ravet, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,16,5,11,Yes
TKT-020895,2026-02-28 14:25:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,3,140,350,1050,420,630,17,15,2,No
TKT-020896,2026-01-09 22:10:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,20,15,5,No
TKT-020897,2026-03-18 14:37:00,"Viman Nagar, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,5,5,0,No
TKT-020898,2026-03-04 22:37:00,"FC Road, Pune",Berry Iced Tea,1,40,180,180,40,140,15,5,10,Yes
TKT-020899,2026-02-21 22:58:00,"Koregaon Park, Pune",Berry Iced Tea,3,40,180,540,120,420,13,5,8,Yes
TKT-020900,2026-01-23 21:46:00,"Ravet, Pune",Premium Maharaja Thali,1,250,600,600,250,350,31,20,11,Yes
TKT-020901,2026-01-30 19:20:00,"FC Road, Pune",Premium Maharaja Thali,1,250,600,600,250,350,26,20,6,Yes
TKT-020902,2026-06-20 21:31:00,"FC Road, Pune",Mutton Seekh Kebabs,3,140,350,1050,420,630,28,15,13,Yes
TKT-020903,2026-01-21 21:54:00,"FC Road, Pune",Berry Iced Tea,3,40,180,540,120,420,10,5,5,No
TKT-020904,2026-02-12 19:21:00,"Koregaon Park, Pune",Spicy Miso Ramen,1,180,450,450,180,270,22,12,10,Yes
TKT-020905,2026-05-15 11:01:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,2,30,120,240,60,180,6,5,1,No
TKT-020906,2026-01-16 12:05:00,"FC Road, Pune",Berry Iced Tea,1,40,180,180,40,140,5,5,0,No
TKT-020907,2026-01-23 20:36:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,20,15,5,No
TKT-020908,2026-03-28 21:46:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,10,5,5,No
TKT-020909,2026-01-31 12:49:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,13,15,-2,No
TKT-020910,2026-05-01 22:05:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,4,140,350,1400,560,840,24,15,9,Yes
TKT-020911,2026-03-10 19:18:00,"Viman Nagar, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,8,5,3,No
TKT-020912,2026-05-14 21:01:00,"Ravet, Pune",Premium Maharaja Thali,2,250,600,1200,500,700,22,20,2,No
TKT-020913,2026-04-25 22:17:00,"Ravet, Pune",Spicy Miso Ramen,1,180,450,450,180,270,22,12,10,Yes
TKT-020914,2026-02-28 20:55:00,"FC Road, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,28,15,13,Yes
TKT-020915,2026-06-05 15:28:00,"Koregaon Park, Pune",Berry Iced Tea,3,40,180,540,120,420,3,5,-2,No
TKT-020916,2026-05-26 16:42:00,"Viman Nagar, Pune",Spicy Miso Ramen,1,180,450,450,180,270,12,12,0,No
TKT-020917,2026-03-18 21:28:00,"Viman Nagar, Pune",Berry Iced Tea,1,40,180,180,40,140,9,5,4,No
TKT-020918,2026-05-18 14:33:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,16,15,1,No
TKT-020919,2026-01-07 22:50:00,"FC Road, Pune",Premium Maharaja Thali,1,250,600,600,250,350,24,20,4,No
TKT-020920,2026-02-06 20:35:00,"FC Road, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,22,15,7,Yes
TKT-020921,2026-06-22 19:43:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,24,15,9,Yes
TKT-020922,2026-03-27 18:43:00,"Koregaon Park, Pune",Berry Iced Tea,2,40,180,360,80,280,5,5,0,No
TKT-020923,2026-01-16 20:12:00,"Ravet, Pune",Premium Maharaja Thali,1,250,600,600,250,350,24,20,4,No
TKT-020924,2026-04-26 19:57:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,2,30,120,240,60,180,8,5,3,No
TKT-020925,2026-04-28 20:59:00,"FC Road, Pune",Premium Maharaja Thali,2,250,600,1200,500,700,25,20,5,No
TKT-020926,2026-01-14 14:28:00,"Koregaon Park, Pune",Berry Iced Tea,1,40,180,180,40,140,5,5,0,No
TKT-020927,2026-05-19 21:05:00,"FC Road, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,29,15,14,Yes
TKT-020928,2026-03-28 19:45:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,3,30,120,360,90,270,15,5,10,Yes
TKT-020929,2026-06-11 20:10:00,"FC Road, Pune",Spicy Miso Ramen,1,180,450,450,180,270,16,12,4,No
TKT-020930,2026-04-14 20:42:00,"Koregaon Park, Pune",Premium Maharaja Thali,4,250,600,2400,1000,1400,32,20,12,Yes
TKT-020931,2026-05-21 19:45:00,"FC Road, Pune",Berry Iced Tea,4,40,180,720,160,560,17,5,12,Yes
TKT-020932,2026-06-16 20:38:00,"Ravet, Pune",Spicy Miso Ramen,1,180,450,450,180,270,25,12,13,Yes
TKT-020933,2026-02-13 21:07:00,"Koregaon Park, Pune",Berry Iced Tea,1,40,180,180,40,140,9,5,4,No
TKT-020934,2026-01-28 22:50:00,"Koregaon Park, Pune",Premium Maharaja Thali,2,250,600,1200,500,700,30,20,10,Yes
TKT-020935,2026-06-17 21:44:00,"Ravet, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,21,15,6,Yes
TKT-020936,2026-01-16 19:20:00,"Viman Nagar, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,27,15,12,Yes
TKT-020937,2026-02-19 20:44:00,"Ravet, Pune",Berry Iced Tea,1,40,180,180,40,140,15,5,10,Yes
TKT-020938,2026-04-25 21:03:00,"Koregaon Park, Pune",Spicy Miso Ramen,2,180,450,900,360,540,15,12,3,No
TKT-020939,2026-06-05 11:00:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,18,15,3,No
TKT-020940,2026-03-09 14:19:00,"Ravet, Pune",Premium Maharaja Thali,1,250,600,600,250,350,19,20,-1,No
TKT-020941,2026-04-02 20:36:00,"Koregaon Park, Pune",Berry Iced Tea,2,40,180,360,80,280,7,5,2,No
TKT-020942,2026-05-01 22:55:00,"Koregaon Park, Pune",Spicy Miso Ramen,1,180,450,450,180,270,18,12,6,Yes
TKT-020943,2026-05-20 16:01:00,"Koregaon Park, Pune",Spicy Miso Ramen,1,180,450,450,180,270,14,12,2,No
TKT-020944,2026-01-16 22:17:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,16,5,11,Yes
TKT-020945,2026-02-22 22:40:00,"FC Road, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,25,15,10,Yes
TKT-020946,2026-02-18 20:11:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,7,5,2,No
TKT-020947,2026-06-13 18:27:00,"Viman Nagar, Pune",Spicy Miso Ramen,2,180,450,900,360,540,13,12,1,No
TKT-020948,2026-03-03 16:51:00,"Ravet, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,4,5,-1,No
TKT-020949,2026-03-25 11:16:00,"Viman Nagar, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,14,15,-1,No
TKT-020950,2026-06-03 17:19:00,"Ravet, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,16,15,1,No
TKT-020951,2026-02-25 20:40:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,14,5,9,Yes
TKT-020952,2026-04-30 19:28:00,"Ravet, Pune",Mutton Seekh Kebabs,3,140,350,1050,420,630,23,15,8,Yes
TKT-020953,2026-03-31 19:58:00,"FC Road, Pune",Spicy Miso Ramen,2,180,450,900,360,540,26,12,14,Yes
TKT-020954,2026-05-30 14:43:00,"Koregaon Park, Pune",Berry Iced Tea,1,40,180,180,40,140,5,5,0,No
TKT-020955,2026-04-30 20:14:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,9,5,4,No
TKT-020956,2026-03-14 22:55:00,"Ravet, Pune",Premium Maharaja Thali,1,250,600,600,250,350,29,20,9,Yes
TKT-020957,2026-03-10 20:07:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,22,15,7,Yes
TKT-020958,2026-06-26 15:25:00,"FC Road, Pune",Premium Maharaja Thali,2,250,600,1200,500,700,20,20,0,No
TKT-020959,2026-04-08 19:44:00,"Viman Nagar, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,18,5,13,Yes
TKT-020960,2026-01-02 19:33:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,4,30,120,480,120,360,16,5,11,Yes
TKT-020961,2026-02-22 20:33:00,"Koregaon Park, Pune",Premium Maharaja Thali,1,250,600,600,250,350,24,20,4,No
TKT-020962,2026-04-29 22:55:00,"FC Road, Pune",Spicy Miso Ramen,1,180,450,450,180,270,15,12,3,No
TKT-020963,2026-01-07 22:41:00,"FC Road, Pune",Berry Iced Tea,2,40,180,360,80,280,19,5,14,Yes
TKT-020964,2026-05-28 22:24:00,"FC Road, Pune",Mutton Seekh Kebabs,3,140,350,1050,420,630,19,15,4,No
TKT-020965,2026-06-07 20:49:00,"FC Road, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,24,15,9,Yes
TKT-020966,2026-03-16 21:27:00,"FC Road, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,10,5,5,No
TKT-020967,2026-04-05 21:28:00,"Viman Nagar, Pune",Premium Maharaja Thali,2,250,600,1200,500,700,24,20,4,No
TKT-020968,2026-01-03 18:53:00,"FC Road, Pune",Berry Iced Tea,1,40,180,180,40,140,9,5,4,No
TKT-020969,2026-03-20 19:25:00,"Ravet, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,23,15,8,Yes
TKT-020970,2026-01-17 20:10:00,"Viman Nagar, Pune",Premium Maharaja Thali,3,250,600,1800,750,1050,27,20,7,Yes
TKT-020971,2026-04-22 20:36:00,"Ravet, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,13,5,8,Yes
TKT-020972,2026-02-21 22:31:00,"Koregaon Park, Pune",Berry Iced Tea,3,40,180,540,120,420,10,5,5,No
TKT-020973,2026-01-07 20:14:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,3,30,120,360,90,270,10,5,5,No
TKT-020974,2026-04-22 21:24:00,"Ravet, Pune",Premium Maharaja Thali,1,250,600,600,250,350,24,20,4,No
TKT-020975,2026-05-13 19:10:00,"Ravet, Pune",Irani Chai & Bun Maska,2,30,120,240,60,180,15,5,10,Yes
TKT-020976,2026-02-23 20:24:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,18,15,3,No
TKT-020977,2026-03-02 22:45:00,"FC Road, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,17,5,12,Yes
TKT-020978,2026-04-19 14:08:00,"Koregaon Park, Pune",Spicy Miso Ramen,2,180,450,900,360,540,13,12,1,No
TKT-020979,2026-01-16 12:23:00,"Viman Nagar, Pune",Spicy Miso Ramen,1,180,450,450,180,270,12,12,0,No
TKT-020980,2026-02-16 11:32:00,"Ravet, Pune",Spicy Miso Ramen,2,180,450,900,360,540,13,12,1,No
TKT-020981,2026-02-17 22:48:00,"FC Road, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,23,15,8,Yes
TKT-020982,2026-05-01 21:34:00,"FC Road, Pune",Irani Chai & Bun Maska,2,30,120,240,60,180,18,5,13,Yes
TKT-020983,2026-03-05 21:01:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,19,15,4,No
TKT-020984,2026-02-19 22:05:00,"FC Road, Pune",Spicy Miso Ramen,1,180,450,450,180,270,18,12,6,Yes
TKT-020985,2026-02-10 22:59:00,"FC Road, Pune",Berry Iced Tea,1,40,180,180,40,140,10,5,5,No
TKT-020986,2026-01-22 22:07:00,"FC Road, Pune",Spicy Miso Ramen,2,180,450,900,360,540,22,12,10,Yes
TKT-020987,2026-04-25 22:01:00,"Viman Nagar, Pune",Premium Maharaja Thali,1,250,600,600,250,350,27,20,7,Yes
TKT-020988,2026-01-05 21:47:00,"Ravet, Pune",Berry Iced Tea,1,40,180,180,40,140,16,5,11,Yes
TKT-020989,2026-05-25 13:27:00,"Viman Nagar, Pune",Spicy Miso Ramen,1,180,450,450,180,270,11,12,-1,No
TKT-020990,2026-04-11 19:30:00,"Ravet, Pune",Irani Chai & Bun Maska,4,30,120,480,120,360,9,5,4,No
TKT-020991,2026-03-19 22:07:00,"Ravet, Pune",Berry Iced Tea,2,40,180,360,80,280,10,5,5,No
TKT-020992,2026-02-10 20:18:00,"Viman Nagar, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,25,15,10,Yes
TKT-020993,2026-04-02 22:32:00,"FC Road, Pune",Berry Iced Tea,2,40,180,360,80,280,17,5,12,Yes
TKT-020994,2026-06-12 21:05:00,"FC Road, Pune",Irani Chai & Bun Maska,2,30,120,240,60,180,11,5,6,Yes
TKT-020995,2026-06-17 22:21:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,28,15,13,Yes
TKT-020996,2026-01-22 22:18:00,"FC Road, Pune",Spicy Miso Ramen,1,180,450,450,180,270,17,12,5,No
TKT-020997,2026-06-25 11:02:00,"FC Road, Pune",Irani Chai & Bun Maska,2,30,120,240,60,180,5,5,0,No
TKT-020998,2026-02-22 13:00:00,"Koregaon Park, Pune",Berry Iced Tea,1,40,180,180,40,140,7,5,2,No
TKT-020999,2026-04-03 20:28:00,"Koregaon Park, Pune",Premium Maharaja Thali,1,250,600,600,250,350,30,20,10,Yes
TKT-021000,2026-01-10 22:40:00,"Koregaon Park, Pune",Berry Iced Tea,1,40,180,180,40,140,9,5,4,No
TKT-021001,2026-05-26 22:02:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,21,15,6,Yes
TKT-021002,2026-02-18 17:57:00,"FC Road, Pune",Spicy Miso Ramen,1,180,450,450,180,270,13,12,1,No
TKT-021003,2026-03-12 12:03:00,"Viman Nagar, Pune",Berry Iced Tea,1,40,180,180,40,140,6,5,1,No
TKT-021004,2026-06-07 21:47:00,"Viman Nagar, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,18,5,13,Yes
TKT-021005,2026-01-19 20:09:00,"Koregaon Park, Pune",Spicy Miso Ramen,1,180,450,450,180,270,18,12,6,Yes
TKT-021006,2026-02-24 13:53:00,"FC Road, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,9,5,4,No
TKT-021007,2026-01-21 13:45:00,"FC Road, Pune",Berry Iced Tea,2,40,180,360,80,280,6,5,1,No
TKT-021008,2026-01-26 12:34:00,"Ravet, Pune",Premium Maharaja Thali,2,250,600,1200,500,700,23,20,3,No
TKT-021009,2026-01-28 20:03:00,"Koregaon Park, Pune",Berry Iced Tea,2,40,180,360,80,280,11,5,6,Yes
TKT-021010,2026-06-16 20:28:00,"Viman Nagar, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,10,5,5,No
TKT-021011,2026-06-10 13:03:00,"Viman Nagar, Pune",Irani Chai & Bun Maska,2,30,120,240,60,180,4,5,-1,No
TKT-021012,2026-02-09 20:30:00,"Viman Nagar, Pune",Irani Chai & Bun Maska,2,30,120,240,60,180,10,5,5,No
TKT-021013,2026-01-29 19:58:00,"Ravet, Pune",Premium Maharaja Thali,1,250,600,600,250,350,27,20,7,Yes
TKT-021014,2026-01-20 19:11:00,"Viman Nagar, Pune",Premium Maharaja Thali,2,250,600,1200,500,700,24,20,4,No
TKT-021015,2026-01-20 19:35:00,"FC Road, Pune",Berry Iced Tea,2,40,180,360,80,280,13,5,8,Yes
TKT-021016,2026-03-15 11:42:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,7,5,2,No
TKT-021017,2026-05-20 19:21:00,"FC Road, Pune",Spicy Miso Ramen,4,180,450,1800,720,1080,21,12,9,Yes
TKT-021018,2026-04-30 21:25:00,"Ravet, Pune",Spicy Miso Ramen,1,180,450,450,180,270,19,12,7,Yes
TKT-021019,2026-04-07 21:21:00,"Koregaon Park, Pune",Berry Iced Tea,1,40,180,180,40,140,10,5,5,No
TKT-021020,2026-04-30 13:09:00,"Viman Nagar, Pune",Spicy Miso Ramen,1,180,450,450,180,270,11,12,-1,No
TKT-021021,2026-01-25 19:20:00,"Koregaon Park, Pune",Berry Iced Tea,1,40,180,180,40,140,11,5,6,Yes
TKT-021022,2026-06-02 21:38:00,"Koregaon Park, Pune",Berry Iced Tea,3,40,180,540,120,420,16,5,11,Yes
TKT-021023,2026-01-04 21:05:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,4,140,350,1400,560,840,21,15,6,Yes
TKT-021024,2026-01-04 19:27:00,"Koregaon Park, Pune",Berry Iced Tea,4,40,180,720,160,560,8,5,3,No
TKT-021025,2026-05-17 21:59:00,"Viman Nagar, Pune",Berry Iced Tea,4,40,180,720,160,560,16,5,11,Yes
TKT-021026,2026-05-23 14:11:00,"Viman Nagar, Pune",Premium Maharaja Thali,3,250,600,1800,750,1050,19,20,-1,No
TKT-021027,2026-01-26 20:49:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,29,15,14,Yes
TKT-021028,2026-03-20 20:33:00,"Ravet, Pune",Irani Chai & Bun Maska,2,30,120,240,60,180,12,5,7,Yes
TKT-021029,2026-03-31 20:38:00,"Ravet, Pune",Spicy Miso Ramen,1,180,450,450,180,270,25,12,13,Yes
TKT-021030,2026-03-12 22:40:00,"Viman Nagar, Pune",Berry Iced Tea,1,40,180,180,40,140,19,5,14,Yes
TKT-021031,2026-06-09 16:11:00,"Koregaon Park, Pune",Berry Iced Tea,3,40,180,540,120,420,5,5,0,No
TKT-021032,2026-03-17 11:40:00,"Viman Nagar, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,4,5,-1,No
TKT-021033,2026-04-09 11:00:00,"Ravet, Pune",Berry Iced Tea,1,40,180,180,40,140,4,5,-1,No
TKT-021034,2026-06-29 15:06:00,"Ravet, Pune",Premium Maharaja Thali,1,250,600,600,250,350,23,20,3,No
TKT-021035,2026-05-07 19:05:00,"Koregaon Park, Pune",Spicy Miso Ramen,1,180,450,450,180,270,18,12,6,Yes
TKT-021036,2026-02-01 13:38:00,"Koregaon Park, Pune",Berry Iced Tea,2,40,180,360,80,280,6,5,1,No
TKT-021037,2026-01-09 20:19:00,"FC Road, Pune",Mutton Seekh Kebabs,3,140,350,1050,420,630,28,15,13,Yes
TKT-021038,2026-03-19 19:57:00,"FC Road, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,22,15,7,Yes
TKT-021039,2026-01-13 12:37:00,"Viman Nagar, Pune",Irani Chai & Bun Maska,2,30,120,240,60,180,9,5,4,No
TKT-021040,2026-05-04 22:32:00,"FC Road, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,24,15,9,Yes
TKT-021041,2026-06-21 18:14:00,"Ravet, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,8,5,3,No
TKT-021042,2026-04-06 21:57:00,"Viman Nagar, Pune",Berry Iced Tea,1,40,180,180,40,140,17,5,12,Yes
TKT-021043,2026-03-24 19:25:00,"Ravet, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,20,15,5,No
TKT-021044,2026-06-07 22:21:00,"Ravet, Pune",Premium Maharaja Thali,1,250,600,600,250,350,27,20,7,Yes
TKT-021045,2026-05-24 22:46:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,19,5,14,Yes
TKT-021046,2026-05-20 19:09:00,"Ravet, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,23,15,8,Yes
TKT-021047,2026-01-18 22:35:00,"Koregaon Park, Pune",Spicy Miso Ramen,1,180,450,450,180,270,22,12,10,Yes
TKT-021048,2026-05-21 21:24:00,"Koregaon Park, Pune",Premium Maharaja Thali,1,250,600,600,250,350,28,20,8,Yes
TKT-021049,2026-04-03 17:04:00,"Koregaon Park, Pune",Premium Maharaja Thali,3,250,600,1800,750,1050,22,20,2,No
TKT-021050,2026-01-24 19:18:00,"Viman Nagar, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,14,5,9,Yes
TKT-021051,2026-04-12 22:47:00,"Ravet, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,17,15,2,No
TKT-021052,2026-05-20 14:54:00,"FC Road, Pune",Spicy Miso Ramen,2,180,450,900,360,540,11,12,-1,No
TKT-021053,2026-03-01 20:40:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,4,140,350,1400,560,840,21,15,6,Yes
TKT-021054,2026-03-01 12:29:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,13,15,-2,No
TKT-021055,2026-04-10 20:54:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,18,15,3,No
TKT-021056,2026-01-01 19:35:00,"Ravet, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,15,5,10,Yes
TKT-021057,2026-02-12 20:54:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,2,30,120,240,60,180,10,5,5,No
TKT-021058,2026-02-24 20:35:00,"FC Road, Pune",Irani Chai & Bun Maska,2,30,120,240,60,180,8,5,3,No
TKT-021059,2026-06-17 19:17:00,"FC Road, Pune",Mutton Seekh Kebabs,3,140,350,1050,420,630,26,15,11,Yes
TKT-021060,2026-02-03 12:09:00,"FC Road, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,19,15,4,No
TKT-021061,2026-02-03 20:13:00,"Koregaon Park, Pune",Spicy Miso Ramen,1,180,450,450,180,270,18,12,6,Yes
TKT-021062,2026-06-25 20:18:00,"FC Road, Pune",Premium Maharaja Thali,2,250,600,1200,500,700,24,20,4,No
TKT-021063,2026-06-10 20:09:00,"Viman Nagar, Pune",Premium Maharaja Thali,2,250,600,1200,500,700,27,20,7,Yes
TKT-021064,2026-06-07 17:41:00,"Viman Nagar, Pune",Mutton Seekh Kebabs,3,140,350,1050,420,630,13,15,-2,No
TKT-021065,2026-04-20 21:34:00,"Koregaon Park, Pune",Premium Maharaja Thali,1,250,600,600,250,350,24,20,4,No
TKT-021066,2026-03-25 20:21:00,"FC Road, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,28,15,13,Yes
TKT-021067,2026-03-31 19:45:00,"Viman Nagar, Pune",Berry Iced Tea,1,40,180,180,40,140,11,5,6,Yes
TKT-021068,2026-03-20 12:10:00,"Ravet, Pune",Premium Maharaja Thali,1,250,600,600,250,350,22,20,2,No
TKT-021069,2026-03-12 21:18:00,"Viman Nagar, Pune",Irani Chai & Bun Maska,2,30,120,240,60,180,12,5,7,Yes
TKT-021070,2026-03-12 22:34:00,"FC Road, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,14,5,9,Yes
TKT-021071,2026-04-24 21:44:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,8,5,3,No
TKT-021072,2026-01-29 20:25:00,"Koregaon Park, Pune",Berry Iced Tea,2,40,180,360,80,280,10,5,5,No
TKT-021073,2026-05-31 21:40:00,"FC Road, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,12,5,7,Yes
TKT-021074,2026-06-11 20:31:00,"Viman Nagar, Pune",Berry Iced Tea,2,40,180,360,80,280,11,5,6,Yes
TKT-021075,2026-05-23 21:48:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,3,140,350,1050,420,630,29,15,14,Yes
TKT-021076,2026-04-07 11:40:00,"Koregaon Park, Pune",Spicy Miso Ramen,2,180,450,900,360,540,14,12,2,No
TKT-021077,2026-02-22 21:34:00,"Viman Nagar, Pune",Berry Iced Tea,4,40,180,720,160,560,16,5,11,Yes
TKT-021078,2026-05-25 22:52:00,"Viman Nagar, Pune",Irani Chai & Bun Maska,2,30,120,240,60,180,15,5,10,Yes
TKT-021079,2026-03-05 22:41:00,"FC Road, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,15,5,10,Yes
TKT-021080,2026-03-02 19:19:00,"FC Road, Pune",Berry Iced Tea,2,40,180,360,80,280,14,5,9,Yes
TKT-021081,2026-04-18 21:33:00,"Koregaon Park, Pune",Premium Maharaja Thali,1,250,600,600,250,350,31,20,11,Yes
TKT-021082,2026-02-06 20:07:00,"Viman Nagar, Pune",Irani Chai & Bun Maska,3,30,120,360,90,270,9,5,4,No
TKT-021083,2026-05-15 12:15:00,"Viman Nagar, Pune",Premium Maharaja Thali,2,250,600,1200,500,700,20,20,0,No
TKT-021084,2026-01-08 22:24:00,"Viman Nagar, Pune",Premium Maharaja Thali,1,250,600,600,250,350,22,20,2,No
TKT-021085,2026-03-19 19:29:00,"Ravet, Pune",Spicy Miso Ramen,3,180,450,1350,540,810,20,12,8,Yes
TKT-021086,2026-03-09 22:06:00,"Viman Nagar, Pune",Spicy Miso Ramen,1,180,450,450,180,270,25,12,13,Yes
TKT-021087,2026-01-21 22:59:00,"Koregaon Park, Pune",Spicy Miso Ramen,1,180,450,450,180,270,15,12,3,No
TKT-021088,2026-04-04 21:39:00,"FC Road, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,28,15,13,Yes
TKT-021089,2026-03-16 21:08:00,"Viman Nagar, Pune",Berry Iced Tea,2,40,180,360,80,280,14,5,9,Yes
TKT-021090,2026-06-06 22:44:00,"Ravet, Pune",Premium Maharaja Thali,1,250,600,600,250,350,30,20,10,Yes
TKT-021091,2026-06-02 19:19:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,18,5,13,Yes
TKT-021092,2026-05-22 12:00:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,3,140,350,1050,420,630,15,15,0,No
TKT-021093,2026-03-19 21:47:00,"FC Road, Pune",Spicy Miso Ramen,1,180,450,450,180,270,24,12,12,Yes
TKT-021094,2026-03-07 21:57:00,"Koregaon Park, Pune",Berry Iced Tea,1,40,180,180,40,140,14,5,9,Yes
TKT-021095,2026-06-07 13:49:00,"Koregaon Park, Pune",Mutton Seekh Kebabs,4,140,350,1400,560,840,13,15,-2,No
TKT-021096,2026-05-26 15:28:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,4,5,-1,No
TKT-021097,2026-02-23 19:35:00,"Viman Nagar, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,26,15,11,Yes
TKT-021098,2026-04-10 20:28:00,"Ravet, Pune",Premium Maharaja Thali,1,250,600,600,250,350,24,20,4,No
TKT-021099,2026-01-21 21:02:00,"Ravet, Pune",Spicy Miso Ramen,1,180,450,450,180,270,20,12,8,Yes
TKT-021100,2026-02-22 11:10:00,"Viman Nagar, Pune",Mutton Seekh Kebabs,2,140,350,700,280,420,17,15,2,No
TKT-021101,2026-03-24 19:00:00,"FC Road, Pune",Premium Maharaja Thali,1,250,600,600,250,350,34,20,14,Yes
TKT-021102,2026-05-24 20:14:00,"Ravet, Pune",Mutton Seekh Kebabs,1,140,350,350,140,210,26,15,11,Yes
TKT-021103,2026-06-05 20:33:00,"Koregaon Park, Pune",Irani Chai & Bun Maska,1,30,120,120,30,90,15,5,10,Yes
